filename,statement,error,error_stack_trace
sql/bronze_scope/sql-reference-functions/String_&_binary/hex_decode_string.slt,"WITH binary_table AS (
    SELECT 'HELLO' AS v, HEX_DECODE_BINARY(HEX_ENCODE('HELLO')) AS b
)
SELECT v, b, HEX_DECODE_STRING(TO_VARCHAR(b)) FROM binary_table",000200: SQL compilation error: unsupported feature: Function 'hex_decode_binary' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/hex_decode_binary,
sql/bronze_scope/sql-reference-functions/Metadata/generate_column_description.slt,"WITH simulated_infer_schema AS (
    SELECT 'country' AS COLUMN_NAME, 'VARIANT' AS TYPE, TRUE AS NULLABLE
    UNION ALL
    SELECT 'continent', 'TEXT', TRUE
)
SELECT GENERATE_COLUMN_DESCRIPTION(
    ARRAY_AGG(OBJECT_CONSTRUCT('COLUMN_NAME', COLUMN_NAME, 'TYPE', TYPE, 'NULLABLE', NULLABLE)), 'table'
) AS COLUMNS
FROM simulated_infer_schema;",000200: SQL compilation error: unsupported feature: Function 'generate_column_description' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/generate_column_description,"0: DataFusion error: This feature is not implemented: Function 'generate_column_description' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/generate_column_description, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'generate_column_description' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/generate_column_description"")"
sql/bronze_scope/sql-reference-functions/Date_&_time/timestampdiff.slt,"WITH timestampdiff_test AS (
    SELECT * FROM VALUES
    (1, '2023-01-01 08:00:00'::TIMESTAMP, '2023-01-01 10:30:00'::TIMESTAMP),
    (2, '2023-01-01 23:00:00'::TIMESTAMP, '2023-01-02 01:00:00'::TIMESTAMP),
    (3, '2023-01-01 12:00:00'::TIMESTAMP, '2023-01-01 12:00:00'::TIMESTAMP),
    (4, '2023-01-02 10:00:00'::TIMESTAMP, '2023-01-01 10:00:00'::TIMESTAMP)
    AS t(id, start_time, end_time)
)
SELECT id, TIMESTAMPDIFF(HOUR, start_time, end_time) AS diff_hours FROM timestampdiff_test ORDER BY id;","000200: SQL compilation error: Diagnostic { kind: Error, message: ""column 'hour' not found"", span: None, notes: [], helps: [] }","0: DataFusion error: Schema error: No field named hour. Valid fields are timestampdiff_test.id, timestampdiff_test.start_time, timestampdiff_test.end_time., at crates/core-executor/src/query.rs:1638:14
1: Diagnostic(Diagnostic { kind: Error, message: ""column 'hour' not found"", span: None, notes: [], helps: [] }, SchemaError(FieldNotFound { field: Column { relation: None, name: ""hour"" }, valid_fields: [Column { relation: Some(Bare { table: ""timestampdiff_test"" }), name: ""id"" }, Column { relation: Some(Bare { table: ""timestampdiff_test"" }), name: ""start_time"" }, Column { relation: Some(Bare { table: ""timestampdiff_test"" }), name: ""end_time"" }] }, Some("""")))"
sql/bronze_scope/sql-reference-functions/Metadata/generate_column_description.slt,"WITH simulated_infer_schema AS (
    SELECT 'country' AS COLUMN_NAME, 'VARIANT' AS TYPE, TRUE AS NULLABLE
    UNION ALL
    SELECT 'continent', 'TEXT', TRUE
)
SELECT GENERATE_COLUMN_DESCRIPTION(
    ARRAY_AGG(OBJECT_CONSTRUCT('COLUMN_NAME', COLUMN_NAME, 'TYPE', TYPE, 'NULLABLE', NULLABLE)), 'external_table'
) AS COLUMNS
FROM simulated_infer_schema;",000200: SQL compilation error: unsupported feature: Function 'generate_column_description' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/generate_column_description,"0: DataFusion error: This feature is not implemented: Function 'generate_column_description' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/generate_column_description, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'generate_column_description' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/generate_column_description"")"
sql/bronze_scope/sql-reference-functions/Date_&_time/timestampdiff.slt,"WITH timestampdiff_test AS (
    SELECT * FROM VALUES
    (1, '2023-01-01 08:00:00'::TIMESTAMP, '2023-01-01 10:30:00'::TIMESTAMP),
    (2, '2023-01-01 23:00:00'::TIMESTAMP, '2023-01-02 01:00:00'::TIMESTAMP),
    (3, '2023-01-01 12:00:00'::TIMESTAMP, '2023-01-01 12:00:00'::TIMESTAMP),
    (4, '2023-01-02 10:00:00'::TIMESTAMP, '2023-01-01 10:00:00'::TIMESTAMP)
    AS t(id, start_time, end_time)
)
SELECT id, TIMESTAMPDIFF(MINUTE, start_time, end_time) AS diff_minutes FROM timestampdiff_test ORDER BY id;","000200: SQL compilation error: Diagnostic { kind: Error, message: ""column 'minute' not found"", span: None, notes: [], helps: [] }","0: DataFusion error: Schema error: No field named minute. Valid fields are timestampdiff_test.id, timestampdiff_test.start_time, timestampdiff_test.end_time., at crates/core-executor/src/query.rs:1638:14
1: Diagnostic(Diagnostic { kind: Error, message: ""column 'minute' not found"", span: None, notes: [], helps: [] }, SchemaError(FieldNotFound { field: Column { relation: None, name: ""minute"" }, valid_fields: [Column { relation: Some(Bare { table: ""timestampdiff_test"" }), name: ""id"" }, Column { relation: Some(Bare { table: ""timestampdiff_test"" }), name: ""start_time"" }, Column { relation: Some(Bare { table: ""timestampdiff_test"" }), name: ""end_time"" }] }, Some("""")))"
sql/bronze_scope/sql-reference-functions/Metadata/generate_column_description.slt,"WITH simulated_infer_schema AS (
    SELECT 'country' AS COLUMN_NAME, 'VARIANT' AS TYPE, TRUE AS NULLABLE
    UNION ALL
    SELECT 'continent', 'TEXT', TRUE
)
SELECT TRIM(GENERATE_COLUMN_DESCRIPTION(
    ARRAY_AGG(OBJECT_CONSTRUCT('COLUMN_NAME', COLUMN_NAME, 'TYPE', TYPE, 'NULLABLE', NULLABLE)), 'view'
)) AS COLUMNS
FROM simulated_infer_schema;",000200: SQL compilation error: unsupported feature: Function 'generate_column_description' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/generate_column_description,"0: DataFusion error: This feature is not implemented: Function 'generate_column_description' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/generate_column_description, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'generate_column_description' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/generate_column_description"")"
sql/bronze_scope/sql-reference-functions/Date_&_time/timestampdiff.slt,"WITH timestampdiff_test AS (
    SELECT * FROM VALUES
    (1, '2023-01-01 08:00:00'::TIMESTAMP, '2023-01-01 10:30:00'::TIMESTAMP),
    (2, '2023-01-01 23:00:00'::TIMESTAMP, '2023-01-02 01:00:00'::TIMESTAMP),
    (3, '2023-01-01 12:00:00'::TIMESTAMP, '2023-01-01 12:00:00'::TIMESTAMP),
    (4, '2023-01-02 10:00:00'::TIMESTAMP, '2023-01-01 10:00:00'::TIMESTAMP)
    AS t(id, start_time, end_time)
)
SELECT id, TIMESTAMPDIFF(SECOND, start_time, end_time) AS diff_seconds FROM timestampdiff_test ORDER BY id;","000200: SQL compilation error: Diagnostic { kind: Error, message: ""column 'second' not found"", span: None, notes: [], helps: [] }","0: DataFusion error: Schema error: No field named second. Valid fields are timestampdiff_test.id, timestampdiff_test.start_time, timestampdiff_test.end_time., at crates/core-executor/src/query.rs:1638:14
1: Diagnostic(Diagnostic { kind: Error, message: ""column 'second' not found"", span: None, notes: [], helps: [] }, SchemaError(FieldNotFound { field: Column { relation: None, name: ""second"" }, valid_fields: [Column { relation: Some(Bare { table: ""timestampdiff_test"" }), name: ""id"" }, Column { relation: Some(Bare { table: ""timestampdiff_test"" }), name: ""start_time"" }, Column { relation: Some(Bare { table: ""timestampdiff_test"" }), name: ""end_time"" }] }, Some("""")))"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/typeof.slt,"WITH vartab AS (
  SELECT column1 AS n, PARSE_JSON(column2) AS v
  FROM VALUES (1, 'null'), 
               (2, null), 
               (3, 'true'),
               (4, '-17'), 
               (5, '123.12'), 
               (6, '1.912e2'),
               (7, '""Om ara pa ca na dhih""  '), 
               (8, '[-1, 12, 289, 2188, false,]'), 
               (9, '{ ""x"" : ""abc"", ""y"" : false, ""z"": 10} ') 
)
SELECT n, v, TYPEOF(v)
FROM vartab
ORDER BY n",000200: SQL compilation error: Failed to parse JSON string: trailing comma at line 1 column 27,"0: DataFusion error: Execution error: Failed to parse JSON string: trailing comma at line 1 column 27, at crates/core-executor/src/query.rs:1681:22
1: Execution(""Failed to parse JSON string: trailing comma at line 1 column 27"")"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/create-table.slt,DESC TABLE MYTABLE_1;,000200: SQL compilation error: unsupported feature: Unsupported SQL statement: DESC TABLE MYTABLE_1,"0: DataFusion error: This feature is not implemented: Function 'try_to_date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/try_to_date, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'try_to_date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/try_to_date"")"
sql/bronze_scope/sql-reference-functions/Date_&_time/try_to_date.slt,"SELECT 
  TRY_TO_DATE('2024-05-10') AS valid_date, 
  TRY_TO_DATE('Invalid') AS invalid_date",000200: SQL compilation error: unsupported feature: Function 'try_to_date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/try_to_date,"0: DataFusion error: This feature is not implemented: Function 'try_to_date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/try_to_date, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'try_to_date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/try_to_date"")"
sql/databend/base/09_fuse_engine/09_0036_merge_into_without_distributed_enable.slt,"merge into t1 as t3 using (select * from t2 ) as t2 on t3.a = t2.a  when not matched  then insert (a,b,c) values(t2.a,t2.b,t2.c);",000200: Can't downcast error: Snapshot to overwrite doesn't have the right format,"0: DataFusion error: This feature is not implemented: Function 'try_to_date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/try_to_date, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'try_to_date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/try_to_date"")"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/typeof.slt,"WITH typeof_cast AS (
  SELECT 'check in' AS status, '2024-01-17 19:00:00.000 -0800'::TIMESTAMP AS time
)
SELECT status,
       TYPEOF(status::VARIANT) AS ""TYPE OF STATUS"",
       time,
       TYPEOF(time::VARIANT) AS ""TYPE OF TIME""
FROM typeof_cast",000200: SQL compilation error: Failed to parse JSON string: expected value at line 1 column 1,
sql/bronze_scope/sql-reference-functions/Date_&_time/try_to_timestamp.slt,"SELECT TRY_TO_TIMESTAMP('2024-01-15 12:30:00'), TRY_TO_TIMESTAMP('Invalid')",000200: SQL compilation error: unsupported feature: Function 'try_to_timestamp' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/try_to_timestamp,"0: DataFusion error: This feature is not implemented: Function 'try_to_timestamp' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/try_to_timestamp, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'try_to_timestamp' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/try_to_timestamp"")"
sql/bronze_scope/sql-reference-functions/Conversion/to_char.slt,"WITH convert_numbers_to_strings AS (
  SELECT * FROM VALUES
    (-12.391),
    (0),
    (-1),
    (0.10),
    (0.01),
    (3987),
    (1.111)
  AS t(column1)
)
SELECT column1 AS orig_value,
       TO_CHAR(column1, '"">""$99.0""<""') AS D2_1,
       TO_CHAR(column1, '"">""B9,999.0""<""') AS D4_1,
       TO_CHAR(column1, '"">""TME""<""') AS TME,
       TO_CHAR(column1, '"">""TM9""<""') AS TM9,
       TO_CHAR(column1, '"">""0XXX""<""') AS X4,
       TO_CHAR(column1, '"">""S0XXX""<""') AS SX4
FROM convert_numbers_to_strings;","000200: Error during planning: Failed to coerce arguments to satisfy a call to 'to_char' function: coercion from [Decimal128(23, 3), Utf8] to the signature OneOf([Exact([Date32, Utf8]), Exact([Date64, Utf8]), Exact([Time64(Nanosecond), Utf8]), Exact([Time64(Microsecond), Utf8]), Exact([Time32(Millisecond), Utf8]), Exact([Time32(Second), Utf8]), Exact([Timestamp(Nanosecond, Some(""+TZ"")), Utf8]), Exact([Timestamp(Nanosecond, None), Utf8]), Exact([Timestamp(Microsecond, Some(""+TZ"")), Utf8]), Exact([Timestamp(Microsecond, None), Utf8]), Exact([Timestamp(Millisecond, Some(""+TZ"")), Utf8]), Exact([Timestamp(Millisecond, None), Utf8]), Exact([Timestamp(Second, Some(""+TZ"")), Utf8]), Exact([Timestamp(Second, None), Utf8]), Exact([Duration(Nanosecond), Utf8]), Exact([Duration(Microsecond), Utf8]), Exact([Duration(Millisecond), Utf8]), Exact([Duration(Second), Utf8])]) failed No function matches the given name and argument types 'to_char(Decimal128(23, 3), Utf8)'. You might need to add explicit type casts.
	Candidate functions:
	to_char(Date32, Utf8)
	to_char(Date64, Utf8)
	to_char(Time64(Nanosecond), Utf8)
	to_char(Time64(Microsecond), Utf8)
	to_char(Time32(Millisecond), Utf8)
	to_char(Time32(Second), Utf8)
	to_char(Timestamp(Nanosecond, Some(""+TZ"")), Utf8)
	to_char(Timestamp(Nanosecond, None), Utf8)
	to_char(Timestamp(Microsecond, Some(""+TZ"")), Utf8)
	to_char(Timestamp(Microsecond, None), Utf8)
	to_char(Timestamp(Millisecond, Some(""+TZ"")), Utf8)
	to_char(Timestamp(Millisecond, None), Utf8)
	to_char(Timestamp(Second, Some(""+TZ"")), Utf8)
	to_char(Timestamp(Second, None), Utf8)
	to_char(Duration(Nanosecond), Utf8)
	to_char(Duration(Microsecond), Utf8)
	to_char(Duration(Millisecond), Utf8)
	to_char(Duration(Second), Utf8)","0: DataFusion error: Error during planning: Failed to coerce arguments to satisfy a call to 'to_char' function: coercion from [Decimal128(23, 3), Utf8] to the signature OneOf([Exact([Date32, Utf8]), Exact([Date64, Utf8]), Exact([Time64(Nanosecond), Utf8]), Exact([Time64(Microsecond), Utf8]), Exact([Time32(Millisecond), Utf8]), Exact([Time32(Second), Utf8]), Exact([Timestamp(Nanosecond, Some(""+TZ"")), Utf8]), Exact([Timestamp(Nanosecond, None), Utf8]), Exact([Timestamp(Microsecond, Some(""+TZ"")), Utf8]), Exact([Timestamp(Microsecond, None), Utf8]), Exact([Timestamp(Millisecond, Some(""+TZ"")), Utf8]), Exact([Timestamp(Millisecond, None), Utf8]), Exact([Timestamp(Second, Some(""+TZ"")), Utf8]), Exact([Timestamp(Second, None), Utf8]), Exact([Duration(Nanosecond), Utf8]), Exact([Duration(Microsecond), Utf8]), Exact([Duration(Millisecond), Utf8]), Exact([Duration(Second), Utf8])]) failed No function matches the given name and argument types 'to_char(Decimal128(23, 3), Utf8)'. You might need to add explicit type casts.
	Candidate functions:
	to_char(Date32, Utf8)
	to_char(Date64, Utf8)
	to_char(Time64(Nanosecond), Utf8)
	to_char(Time64(Microsecond), Utf8)
	to_char(Time32(Millisecond), Utf8)
	to_char(Time32(Second), Utf8)
	to_char(Timestamp(Nanosecond, Some(""+TZ"")), Utf8)
	to_char(Timestamp(Nanosecond, None), Utf8)
	to_char(Timestamp(Microsecond, Some(""+TZ"")), Utf8)
	to_char(Timestamp(Microsecond, None), Utf8)
	to_char(Timestamp(Millisecond, Some(""+TZ"")), Utf8)
	to_char(Timestamp(Millisecond, None), Utf8)
	to_char(Timestamp(Second, Some(""+TZ"")), Utf8)
	to_char(Timestamp(Second, None), Utf8)
	to_char(Duration(Nanosecond), Utf8)
	to_char(Duration(Microsecond), Utf8)
	to_char(Duration(Millisecond), Utf8)
	to_char(Duration(Second), Utf8), at crates/core-executor/src/query.rs:1638:14
1: Plan(""Failed to coerce arguments to satisfy a call to 'to_char' function: coercion from [Decimal128(23, 3), Utf8] to the signature OneOf([Exact([Date32, Utf8]), Exact([Date64, Utf8]), Exact([Time64(Nanosecond), Utf8]), Exact([Time64(Microsecond), Utf8]), Exact([Time32(Millisecond), Utf8]), Exact([Time32(Second), Utf8]), Exact([Timestamp(Nanosecond, Some(\\""+TZ\\"")), Utf8]), Exact([Timestamp(Nanosecond, None), Utf8]), Exact([Timestamp(Microsecond, Some(\\""+TZ\\"")), Utf8]), Exact([Timestamp(Microsecond, None), Utf8]), Exact([Timestamp(Millisecond, Some(\\""+TZ\\"")), Utf8]), Exact([Timestamp(Millisecond, None), Utf8]), Exact([Timestamp(Second, Some(\\""+TZ\\"")), Utf8]), Exact([Timestamp(Second, None), Utf8]), Exact([Duration(Nanosecond), Utf8]), Exact([Duration(Microsecond), Utf8]), Exact([Duration(Millisecond), Utf8]), Exact([Duration(Second), Utf8])]) failed No function matches the given name and argument types 'to_char(Decimal128(23, 3), Utf8)'. You might need to add explicit type casts.\\n\\tCandidate functions:\\n\\tto_char(Date32, Utf8)\\n\\tto_char(Date64, Utf8)\\n\\tto_char(Time64(Nanosecond), Utf8)\\n\\tto_char(Time64(Microsecond), Utf8)\\n\\tto_char(Time32(Millisecond), Utf8)\\n\\tto_char(Time32(Second), Utf8)\\n\\tto_char(Timestamp(Nanosecond, Some(\\""+TZ\\"")), Utf8)\\n\\tto_char(Timestamp(Nanosecond, None), Utf8)\\n\\tto_char(Timestamp(Microsecond, Some(\\""+TZ\\"")), Utf8)\\n\\tto_char(Timestamp(Microsecond, None), Utf8)\\n\\tto_char(Timestamp(Millisecond, Some(\\""+TZ\\"")), Utf8)\\n\\tto_char(Timestamp(Millisecond, None), Utf8)\\n\\tto_char(Timestamp(Second, Some(\\""+TZ\\"")), Utf8)\\n\\tto_char(Timestamp(Second, None), Utf8)\\n\\tto_char(Duration(Nanosecond), Utf8)\\n\\tto_char(Duration(Microsecond), Utf8)\\n\\tto_char(Duration(Millisecond), Utf8)\\n\\tto_char(Duration(Second), Utf8)"")"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/filter.slt,"SELECT FILTER(
  [
    {'name':'Pat', 'value': 50},
    {'name':'Terry', 'value': 75},
    {'name':'Dana', 'value': 25}
  ],
  a -> a:value >= 50) AS ""Filter >= 50""",000200: SQL compilation error: unsupported feature: Function 'filter' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/filter,"0: DataFusion error: This feature is not implemented: Function 'filter' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/filter, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'filter' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/filter"")"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/create-table.slt,"SELECT comment
FROM information_schema.tables
WHERE table_name = 'EXAMPLE_2';","000200: SQL compilation error: Diagnostic { kind: Error, message: ""column 'comment' not found"", span: None, notes: [], helps: [] }","0: DataFusion error: This feature is not implemented: Function 'filter' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/filter, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'filter' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/filter"")"
sql/bronze_scope/sql-reference-functions/Conversion/to_char.slt,"SELECT TO_VARCHAR(LOG(3,4))",000200: SQL compilation error: unsupported feature: Function 'to_varchar' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_char,
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/filter.slt,"SELECT FILTER([1, NULL, 3, 5, NULL], a -> a IS NOT NULL) AS ""Not NULL Elements""",000200: SQL compilation error: unsupported feature: Function 'filter' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/filter,"0: DataFusion error: This feature is not implemented: Unsupported SQL statement: DESC TABLE example_2, at crates/core-executor/src/query.rs:1653:22
1: NotImplemented(""Unsupported SQL statement: DESC TABLE example_2"")"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/create-table.slt,DESC TABLE example_2;,000200: SQL compilation error: unsupported feature: Unsupported SQL statement: DESC TABLE example_2,"0: DataFusion error: This feature is not implemented: Unsupported SQL statement: DESC TABLE example_2, at crates/core-executor/src/query.rs:1653:22
1: NotImplemented(""Unsupported SQL statement: DESC TABLE example_2"")"
sql/bronze_scope/sql-reference-functions/Conversion/to_char.slt,"SELECT TO_VARCHAR('2024-04-05 01:02:03'::TIMESTAMP, 'mm/dd/yyyy, hh24:mi hours')",000200: SQL compilation error: unsupported feature: Function 'to_varchar' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_char,
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/create-table.slt,CREATE OR REPLACE TABLE MYTABLE_1_copy (b) AS SELECT * FROM MYTABLE_1;,"000200: SQL error: ParserError(""Expected: a data type name, found: ) at Line: 1, Column: 42"")","0: DataFusion error: SQL error: ParserError(""Expected: a data type name, found: ) at Line: 1, Column: 42""), at crates/core-executor/src/query.rs:280:44
1: SQL(ParserError(""Expected: a data type name, found: ) at Line: 1, Column: 42""), None)"
sql/bronze_scope/sql-reference-functions/Conversion/to_char.slt,SELECT TO_VARCHAR('03-April-2024'::DATE),000200: SQL compilation error: unsupported feature: Function 'to_varchar' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_char,"0: DataFusion error: This feature is not implemented: Function 'to_varchar' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_char, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'to_varchar' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_char"")"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/create-table.slt,DESC TABLE MYTABLE_1_copy;,000200: SQL compilation error: unsupported feature: Unsupported SQL statement: DESC TABLE MYTABLE_1_copy,"0: DataFusion error: This feature is not implemented: Unsupported SQL statement: DESC TABLE MYTABLE_1_copy, at crates/core-executor/src/query.rs:1653:22
1: NotImplemented(""Unsupported SQL statement: DESC TABLE MYTABLE_1_copy"")"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/filter.slt,"SELECT order_id,
       order_date,
       FILTER(o.order_detail, i -> i:subtotal >= 1500) ORDER_DETAIL_GT_EQUAL_1500
  FROM orders o",000200: SQL compilation error: unsupported feature: Function 'filter' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/filter,"0: DataFusion error: This feature is not implemented: Function 'to_varchar' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_char, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'to_varchar' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_char"")"
sql/bronze_scope/sql-reference-functions/Conversion/to_char.slt,"SELECT TO_VARCHAR('03-April-2024'::DATE, 'yyyy.mm.dd')",000200: SQL compilation error: unsupported feature: Function 'to_varchar' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_char,"0: DataFusion error: This feature is not implemented: Function 'to_varchar' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_char, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'to_varchar' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_char"")"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/create-table.slt,CREATE OR REPLACE TABLE MYTABLE_1_copy2 AS SELECT b+1 AS c FROM MYTABLE_1_copy;,"000200: SQL compilation error: Diagnostic { kind: Error, message: ""table 'embucket.public.mytable_1_copy' not found"", span: None, notes: [], helps: [] }","0: DataFusion error: Error during planning: table 'embucket.public.mytable_1_copy' not found, at crates/core-executor/src/query.rs:1638:14
1: Diagnostic(Diagnostic { kind: Error, message: ""table 'embucket.public.mytable_1_copy' not found"", span: None, notes: [], helps: [] }, Plan(""table 'embucket.public.mytable_1_copy' not found""))"
sql/bronze_scope/sql-reference-functions/Conversion/to_char.slt,"SELECT TO_VARCHAR('2024-04-05'::DATE, 'mon dd, yyyy')",000200: SQL compilation error: unsupported feature: Function 'to_varchar' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_char,"0: DataFusion error: Execution error: Failed to parse JSON string: trailing comma at line 1 column 27, at crates/core-executor/src/query.rs:1681:22
1: Shared(Execution(""Failed to parse JSON string: trailing comma at line 1 column 27""))"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/is_double-real.slt,"WITH vartab AS (
  SELECT column1 AS n, PARSE_JSON(column2) AS v
  FROM VALUES (1, 'null'), 
               (2, null), 
               (3, 'true'),
               (4, '-17'), 
               (5, '123.12'), 
               (6, '1.912e2'),
               (7, '""Om ara pa ca na dhih""  '), 
               (8, '[-1, 12, 289, 2188, false,]'), 
               (9, '{ ""x"" : ""abc"", ""y"" : false, ""z"": 10} ') 
)
SELECT * FROM vartab WHERE IS_DOUBLE(v)",000200: Execution error: Failed to parse JSON string: trailing comma at line 1 column 27,"0: DataFusion error: Execution error: Failed to parse JSON string: trailing comma at line 1 column 27, at crates/core-executor/src/query.rs:1681:22
1: Shared(Execution(""Failed to parse JSON string: trailing comma at line 1 column 27""))"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/create-table.slt,DESC TABLE MYTABLE_1_copy2;,000200: SQL compilation error: unsupported feature: Unsupported SQL statement: DESC TABLE MYTABLE_1_copy2,"0: DataFusion error: This feature is not implemented: Unsupported SQL statement: DESC TABLE MYTABLE_1_copy2, at crates/core-executor/src/query.rs:1653:22
1: NotImplemented(""Unsupported SQL statement: DESC TABLE MYTABLE_1_copy2"")"
sql/bronze_scope/sql-reference-functions/String_&_binary/like_all.slt,"WITH like_all_example(name) AS (SELECT * FROM
    VALUES
    ('John  Dddoe'),
    ('Joe   Doe'),
    ('John_do%wn'),
    ('Joe down'),
    ('Tom   Doe'),
    ('Tim down'),
    (null)
)
SELECT *
  FROM like_all_example
  WHERE name LIKE ALL ('%Jo%oe%','J%e')
  ORDER BY name;","000200: SQL compilation error: error line 1 at position 203
Invalid function 'all'","0: DataFusion error: Error during planning: Invalid function 'all'.
Did you mean 'abs'?, at crates/core-executor/src/query.rs:1638:14
1: Diagnostic(Diagnostic { kind: Error, message: ""Invalid function 'all'"", span: Some(Span(Location(1,203)..Location(1,206))), notes: [DiagnosticNote { message: ""Possible function 'abs'"", span: None }], helps: [] }, Plan(""Invalid function 'all'.\\nDid you mean 'abs'?""))"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/is_double-real.slt,"WITH multiple_types AS (
  SELECT
    TO_VARIANT(TO_ARRAY('Example')) AS array1,
    TO_VARIANT(ARRAY_CONSTRUCT('Array-like', 'example')) AS array2,
    TO_VARIANT(TRUE) AS boolean1,
    TO_VARIANT('X') AS varchar1,
    TO_VARIANT('I am a real character') AS varchar2,
    TO_VARIANT(1.23::DECIMAL(6, 3)) AS decimal1,
    TO_VARIANT(3.21::DOUBLE) AS double1,
    TO_VARIANT(15) AS integer1,
    TO_VARIANT(TO_OBJECT(PARSE_JSON('{""Tree"": ""Pine""}'))) AS object1
)
SELECT IS_DOUBLE(boolean1),
       IS_DOUBLE(decimal1),
       IS_DOUBLE(double1),
       IS_DOUBLE(integer1)
  FROM multiple_types",000200: SQL compilation error: unsupported feature: Function 'to_object' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_object,"0: DataFusion error: Error during planning: Invalid function 'all'.
Did you mean 'abs'?, at crates/core-executor/src/query.rs:1638:14
1: Diagnostic(Diagnostic { kind: Error, message: ""Invalid function 'all'"", span: Some(Span(Location(1,203)..Location(1,206))), notes: [DiagnosticNote { message: ""Possible function 'abs'"", span: None }], helps: [] }, Plan(""Invalid function 'all'.\\nDid you mean 'abs'?""))"
